First Name, Last Name, Nickname, Twitter, Occupation, Sex, Image, Wikia, Location, Season Name, Season Number, Character Type, Age, Placement, Days Lasted, Votes Against, Starting Tribe, Swapped Tribe, Med Evac, Quit, Tribe Wins, Individual Wins,
"Anna","Khait","","","Professional poker player","F","http://vignette4.wikia.nocookie.net/survivor/images/2/27/S32_Anna_Khait.jpg/revision/latest?cb=20160120171853","http://survivor.wikia.com/wiki/Anna_Khait","Brooklyn, NY","Kaoh Rong: BBB2","32","Siren","27","13","13","5","","","0","0","0","0",
"Liz","Kim","","","Urban planner","F","http://vignette4.wikia.nocookie.net/survivor/images/2/29/S19_liz_t.jpg/revision/latest?cb=20120830170608","http://survivor.wikia.com/wiki/Liz_Kim","New York City, NY","Samoa","19","Culturally Awkward  Girl","33","13","18","5","","","0","0","2","0",
"So","Kim","","","Retail buyer","F","http://vignette1.wikia.nocookie.net/survivor/images/f/f1/S30_so_t.png/revision/latest?cb=20150121191951","http://survivor.wikia.com/wiki/So_Kim","Long Beach, CA","Worlds Apart","30","Meredith Grey","31","18","3","4","","","0","0","0","0",
"Stacy","Kimball","","","Web Producer","F","http://vignette2.wikia.nocookie.net/survivor/images/a/a2/S14_stacy_t.jpg/revision/latest?cb=20120830034152","http://survivor.wikia.com/wiki/Stacy_Kimball","Boulder, CO","Fiji","14","Erin Brockovich","27","6","36","4","","","0","0","12","3",
"Amanda","Kimmel","","","Hiking GuideAspiring Designer","F","http://vignette3.wikia.nocookie.net/survivor/images/c/c4/S15_amanda_t.jpg/revision/latest?cb=20120830041515","http://survivor.wikia.com/wiki/Amanda_Kimmel","Kalispell, MT","China","15","Secretly Smart Bikini Babe","22","3","39","0","","","0","0","9","3",
"Amanda","Kimmel","","","Hiking GuideAspiring Designer","F","http://vignette3.wikia.nocookie.net/survivor/images/c/c4/S15_amanda_t.jpg/revision/latest?cb=20120830041515","http://survivor.wikia.com/wiki/Amanda_Kimmel","Kalispell, MT","Micronesia: Fans vs Favourites","16","Secretly Smart Bikini Babe","23","2","39","4","","","0","0","0","0",
"Amanda","Kimmel","","","Hiking GuideAspiring Designer","F","http://vignette3.wikia.nocookie.net/survivor/images/c/c4/S15_amanda_t.jpg/revision/latest?cb=20120830041515","http://survivor.wikia.com/wiki/Amanda_Kimmel","Kalispell, MT","Heroes vs Villains","20","Secretly Smart Bikini Babe","25","9","30","10","","","0","0","0","0",
"Sugar","Kiper","","","Pin-Up Model","F","http://vignette1.wikia.nocookie.net/survivor/images/d/db/S17_sugar_t.jpg/revision/latest?cb=20120830160533","http://survivor.wikia.com/wiki/Sugar_Kiper","Brooklyn, NY","Gabon","17","Lady Gaga","29","3","39","0","","","0","0","5","0",
"Sugar","Kiper","","","Pin-Up Model","F","http://vignette1.wikia.nocookie.net/survivor/images/d/db/S17_sugar_t.jpg/revision/latest?cb=20120830160533","http://survivor.wikia.com/wiki/Sugar_Kiper","Brooklyn, NY","Heroes vs Villains","20","Lady Gaga","30","20","3","9","","","0","0","0","0",
"Ralph","Kiser","","","Farmer","M","http://vignette2.wikia.nocookie.net/survivor/images/1/1d/S22_ralph_t.jpg/revision/latest?cb=20120830203358","http://survivor.wikia.com/wiki/Ralph_Kiser","Lebanon, VA","Redemption Island","22","Good Ol' Boy","44","9","33","10","","","0","0","3","1",
"Bradley","Kleihege","","","Law Student","M","https://vignette.wikia.nocookie.net/survivor/images/0/07/S36_Bradley_Kleihege.jpg/revision/latest?cb=20180131173137","http://survivor.wikia.com/wiki/Bradley_Kleihege","Los Angeles, California","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Adam","Klein","","","Homeless Shelter Manager","M","http://vignette3.wikia.nocookie.net/survivor/images/d/d6/S33-adam-klein.jpg/revision/latest?cb=20160817171349","http://survivor.wikia.com/wiki/Adam_Klein","San Francisco, California","Millennials vs Gen X","33","Ponyboy","18","1","39","6","","","0","0","0","0",
"Joel","Klug","","","Salesman;Health Club Consultant","M","http://vignette1.wikia.nocookie.net/survivor/images/b/b9/S1_joel_t.jpg/revision/latest?cb=20120828052957","http://survivor.wikia.com/wiki/Joel_Klug","Sherwood, AR","Borneo","1","Seduce and Destroy","27","11","18","4","","","0","0","6","0",
"Krista","Klumpp","","","Pharmaceutical Representative","F","http://vignette1.wikia.nocookie.net/survivor/images/8/8d/S22_krista_t.jpg/revision/latest?cb=20120830203528","http://survivor.wikia.com/wiki/Krista_Klumpp","Columbia, SC","Redemption Island","22","Siren","25","15","14","6","","","0","0","3","0",
"Zane","Knight","","","Tire Repairman","M","http://vignette1.wikia.nocookie.net/survivor/images/4/41/S25_zane_t.jpg/revision/latest?cb=20120821053209","http://survivor.wikia.com/wiki/Zane_Knight","Danville, VA","Philippines","25","Ponyboy","28","18","3","5","","","0","0","0","0",
"Janet","Koth","","","Homemaker","F","http://vignette3.wikia.nocookie.net/survivor/images/7/77/S6_janet_t.jpg/revision/latest?cb=20120829030034","http://survivor.wikia.com/wiki/Janet_Koth","Manchester, MO","The Amazon","6","Mommy Dearest","46","15","6","5","","","0","0","1","0",
"Sylvia","Kwan","","","Architect","F","http://vignette4.wikia.nocookie.net/survivor/images/e/e9/S14_sylvia_t.jpg/revision/latest?cb=20120830034207","http://survivor.wikia.com/wiki/Sylvia_Kwan","Ross, CA","Fiji","14","Culturally Awkward  Girl","52","17","8","6","","","0","0","0","0",
"Yul","Kwon","","","Management Consultant","M","http://vignette1.wikia.nocookie.net/survivor/images/0/07/S13_yul_t.jpg/revision/latest?cb=20120830005947","http://survivor.wikia.com/wiki/Yul_Kwon","San Mateo, CA","Cook Islands","13","Seduce and Destroy","31","1","39","5","","","0","0","11","1",
"Bret","LaBelle","","","Police Sergeant","M","http://vignette1.wikia.nocookie.net/survivor/images/f/f2/S33-bret-labelle.jpg/revision/latest?cb=20160817175414","http://survivor.wikia.com/wiki/Bret_LaBelle","Dedham, Massachusetts","Millennials vs Gen X","33","John McClane","18","5","37","5","","","0","0","0","0",
"Sarah","Lacina","","","Police Officer","F","http://vignette2.wikia.nocookie.net/survivor/images/d/d9/S28_sarah_c.png/revision/latest?cb=20140125110539","http://survivor.wikia.com/wiki/Sarah_Lacina","Cedar Rapids, IA","Cagayan: BBB1","28","Meredith Grey","29","11","19","6","","","0","0","6","0",
"Sarah","Lacina","","","Police Officer","F","http://vignette2.wikia.nocookie.net/survivor/images/d/d9/S28_sarah_c.png/revision/latest?cb=20140125110539","http://survivor.wikia.com/wiki/Sarah_Lacina","Cedar Rapids, IA","Game Changers","34","Meredith Grey","33","1","1","0","Nuku","","0","0","0","0",
"Stephenie","LaGrossa","","","Pharmaceutical sales respresentative","F","http://vignette4.wikia.nocookie.net/survivor/images/f/f7/S10_stephenie_t.jpg/revision/latest?cb=20120829223336","http://survivor.wikia.com/wiki/Stephenie_LaGrossa","Glenolden, PA","Palau","10","G.I. Jane","24","7","30","8","","","0","0","3","1",
"Stephenie","LaGrossa","","","Pharmaceutical sales respresentative","F","http://vignette4.wikia.nocookie.net/survivor/images/f/f7/S10_stephenie_t.jpg/revision/latest?cb=20120829223336","http://survivor.wikia.com/wiki/Stephenie_LaGrossa","Glenolden, PA","Guatemala","11","G.I. Jane","25","2","39","2","","","0","0","0","0",
"Stephenie","LaGrossa","","","Pharmaceutical sales respresentative","F","http://vignette4.wikia.nocookie.net/survivor/images/f/f7/S10_stephenie_t.jpg/revision/latest?cb=20120829223336","http://survivor.wikia.com/wiki/Stephenie_LaGrossa","Glenolden, PA","Heroes vs Villains","20","G.I. Jane","30","19","6","6","","","0","0","0","0",
"Dana","Lambert","","","Cosmetologist","F","http://vignette2.wikia.nocookie.net/survivor/images/a/a2/S25_dana_t.jpg/revision/latest?cb=20120828224957","http://survivor.wikia.com/wiki/Dana_Lambert","Winston-Salem, NC","Philippines","25","Lady Gaga","32","14","12","0","","","0","0","4","0",
"Julia","Landauer","","","Racecar Driver","F","http://vignette1.wikia.nocookie.net/survivor/images/b/be/S26_julia_t.jpg/revision/latest?cb=20130111183731","http://survivor.wikia.com/wiki/Julia_Landauer","Stanford, CA","Caramoan: Fans vs Favourites 2","26","G.I. Jane","21","13","19","9","","","0","0","1","0",
"Jennifer","Lanzetti","","","Contractor","F","http://vignette3.wikia.nocookie.net/survivor/images/8/85/S32_Jennifer_Lanzetti.jpg/revision/latest?cb=20160120163213","http://survivor.wikia.com/wiki/Jennifer_Lanzetti","Salt Lake City, Utah","Kaoh Rong: BBB2","32","I Can See Your Periscope","38","17","6","3","","","0","0","0","0",
"Gillian","Larson","","","Nurse","F","http://vignette2.wikia.nocookie.net/survivor/images/0/02/S17_gillian_t.jpg/revision/latest?cb=20120830160327","http://survivor.wikia.com/wiki/Gillian_Larson","Temecula, CA","Gabon","17","Crazy Cat Lady","61","17","6","8","","","0","0","0","0",
"Rodney","Lavoie Jr.","","","General Contractor","M","http://vignette3.wikia.nocookie.net/survivor/images/6/6a/S30_rodney_t.png/revision/latest?cb=20150121191824","http://survivor.wikia.com/wiki/Rodney_Lavoie_Jr.","Boston, MA","Worlds Apart","30","John McClane","24","4","38","5","","","0","0","5","0",
"Peih-Gee","Law","","","Jeweler","F","http://vignette2.wikia.nocookie.net/survivor/images/4/48/S15_peihgee_t.jpg/revision/latest?cb=20120830041821","http://survivor.wikia.com/wiki/Peih-Gee_Law","Marina del Rey, CA","China","15","Culturally Awkward  Girl","29","5","36","8","","","0","0","3","3",
"Peih-Gee","Law","","","Jeweler","F","http://vignette2.wikia.nocookie.net/survivor/images/4/48/S15_peihgee_t.jpg/revision/latest?cb=20120830041821","http://survivor.wikia.com/wiki/Peih-Gee_Law","Marina del Rey, CA","Cambodia: Second Chance","31","Culturally Awkward  Girl","38","18","9","4","","","0","0","0","0",
"Angie","Layton","","","Beauty Queen;Model;Student","F","http://vignette1.wikia.nocookie.net/survivor/images/7/78/S25_angie_t.jpg/revision/latest?cb=20120821052434","http://survivor.wikia.com/wiki/Angie_Layton","Provo, UT","Philippines","25","Little Red Riding Hood","20","16","8","4","","","0","0","0","0",
"Becky","Lee","","","Attorney","F","http://vignette2.wikia.nocookie.net/survivor/images/7/75/S13_becky_t.jpg/revision/latest?cb=20120830005519","http://survivor.wikia.com/wiki/Becky_Lee","Washington D.C.","Cook Islands","13","Little Red Riding Hood","28","3","39","5","","","0","0","11","1",
"Mookie","Lee","","","Business Consultant","M","http://vignette1.wikia.nocookie.net/survivor/images/0/0f/S14_mookie_t.jpg/revision/latest?cb=20120830034104","http://survivor.wikia.com/wiki/Mookie_Lee","Chicago, IL","Fiji","14","Seduce and Destroy","25","8","30","6","","","0","0","1","0",
"Marcus","Lehman","","","Resident Physician","M","http://vignette2.wikia.nocookie.net/survivor/images/5/53/S17_marcus_t.jpg/revision/latest?cb=20120830160421","http://survivor.wikia.com/wiki/Marcus_Lehman","Atlanta, GA","Gabon","17","John McClane","28","10","24","3","","","0","0","9","2",
"Tammy","Leitner","","","Crime Reporter","F","http://vignette3.wikia.nocookie.net/survivor/images/c/c5/S4_tammy_t.jpg/revision/latest?cb=20120901193811","http://survivor.wikia.com/wiki/Tammy_Leitner","Mesa, AZ","Marquesas","4","Meredith Grey","29","7","30","5","","","0","0","7","2",
"Dan","Lembo","","","Real Estate Executive","M","http://vignette4.wikia.nocookie.net/survivor/images/3/34/S21_dan_t.jpg/revision/latest?cb=20120830203805","http://survivor.wikia.com/wiki/Dan_Lembo","Watermill, NY","Nicaragua","21","Mr. Miyagi","63","5","37","9","","","0","0","4","1",
"Sash","Lenahan","","","Real Estate broker","M","http://vignette3.wikia.nocookie.net/survivor/images/5/52/S21_sash_t.jpg/revision/latest?cb=20120830204043","http://survivor.wikia.com/wiki/Sash_Lenahan","New York City, NY","Nicaragua","21","Seduce and Destroy","30","3","39","2","","","0","0","5","2",
"Jenna","Lewis","","","Single motherCollege student","F","http://vignette1.wikia.nocookie.net/survivor/images/8/87/S1_jenna_t.jpg/revision/latest?cb=20120828052943","http://survivor.wikia.com/wiki/Jenna_Lewis","Franklin, NH","Borneo","1","Little Red Riding Hood","22","8","27","11","","","0","0","6","0",
"Jenna","Lewis","","","Single motherCollege student","F","http://vignette1.wikia.nocookie.net/survivor/images/8/87/S1_jenna_t.jpg/revision/latest?cb=20120828052943","http://survivor.wikia.com/wiki/Jenna_Lewis","Franklin, NH","All-Stars","8","Little Red Riding Hood","26","3","38","4","","","0","0","0","0",
"Jessica","Lewis","","","Assistant District Attorney","F","http://vignette2.wikia.nocookie.net/survivor/images/6/6f/S33-jessica-lewis.jpg/revision/latest?cb=20160817180619","http://survivor.wikia.com/wiki/Jessica_Lewis","Voorheesville, New York","Millennials vs Gen X","33","Meredith Grey","18","10","30","9","","","0","0","0","0",
"Jonathan","Libby","","","Sales &amp; Marketing Associate","M","http://vignette1.wikia.nocookie.net/survivor/images/4/46/S10_jonathan_t.jpg/revision/latest?cb=20120829223250","http://survivor.wikia.com/wiki/Jonathan_Libby","Dallas, TX","Palau","10","Seduce and Destroy","23","20","2","0","","","0","0","0","0",
"James","Lim","","","Business Analyst","M","https://vignette.wikia.nocookie.net/survivor/images/6/6f/S36_James_Lim.jpg/revision/latest?cb=20180131173407","http://survivor.wikia.com/wiki/James_Lim","New York City, New York","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Lisi","Linares","","","Customer Service Rep.","F","http://vignette2.wikia.nocookie.net/survivor/images/a/a3/S14_lisi_t.jpg/revision/latest?cb=20120830034035","http://survivor.wikia.com/wiki/Lisi_Linares","Los Angeles, CA","Fiji","14","Crazy Cat Lady","36","11","21","7","","","0","0","9","0",
"Sherea","Lloyd","","","4th Grade Teacher","F","http://vignette2.wikia.nocookie.net/survivor/images/9/98/S15_sherea_t.jpg/revision/latest?cb=20120830041835","http://survivor.wikia.com/wiki/Sherea_Lloyd","Atlanta, GA","China","15","Meredith Grey","25","11","18","6","","","0","0","4","0",
"Erinn","Lobdell","","","Hairstylist","F","http://vignette2.wikia.nocookie.net/survivor/images/2/29/S18_erinn_t.jpg/revision/latest?cb=20120830164712","http://survivor.wikia.com/wiki/Erinn_Lobdell","Waukesha, WI","Tocantins","18","Chelsea Handler","26","3","38","5","","","0","0","5","1",
"Butch","Lockley","","","Principal","M","http://vignette2.wikia.nocookie.net/survivor/images/7/7b/S6_butch_t.jpg/revision/latest?cb=20120829025911","http://survivor.wikia.com/wiki/Butch_Lockley","Olney, IL","The Amazon","6","Mr. Miyagi","50","4","37","5","","","0","0","5","0",
"Brenda","Lowe","","","Paddleboard company owner;Former NFL Cheerleader","F","http://vignette2.wikia.nocookie.net/survivor/images/d/df/S21_brenda_t.jpg/revision/latest?cb=20120830203737","http://survivor.wikia.com/wiki/Brenda_Lowe","Miami, FL","Nicaragua","21","Siren","27","10","27","13","","","0","0","5","1",
"Brenda","Lowe","","","Paddleboard company owner;Former NFL Cheerleader","F","http://vignette2.wikia.nocookie.net/survivor/images/d/df/S21_brenda_t.jpg/revision/latest?cb=20120830203737","http://survivor.wikia.com/wiki/Brenda_Lowe","Miami, FL","Caramoan: Fans vs Favourites 2","26","Siren","30","6","36","5","","","0","0","0","0",
"Daniel","Lue","","","Tax Accountant","M","http://vignette2.wikia.nocookie.net/survivor/images/b/b0/S6_daniel_t.jpg/revision/latest?cb=20120829025937","http://survivor.wikia.com/wiki/Daniel_Lue","Houston, TX","The Amazon","6","John McClane","26","14","9","7","","","0","0","1","0",
"Roark","Luskin","","","Social Worker","F","https://vignette.wikia.nocookie.net/survivor/images/f/f6/S35_Roark_Luskin.jpg/revision/latest?cb=20170830171210","http://survivor.wikia.com/wiki/Roark_Luskin","Santa Monica, California","Heroes vs. Healers vs. Hustlers","35","Chelsea Handler","18","14","1","0","","","0","0","0","0",
"Ozzy","Lusth","","","Waiter, Photographer, Surfer","M","http://vignette2.wikia.nocookie.net/survivor/images/1/15/S13_ozzy_t.jpg/revision/latest?cb=20120830005823","http://survivor.wikia.com/wiki/Ozzy_Lusth","Venice, CA","Cook Islands","13","Surfer Dude","25","2","39","1","","","0","0","10","6",
"Ozzy","Lusth","","","Waiter, Photographer, Surfer","M","http://vignette2.wikia.nocookie.net/survivor/images/1/15/S13_ozzy_t.jpg/revision/latest?cb=20120830005823","http://survivor.wikia.com/wiki/Ozzy_Lusth","Venice, CA","Micronesia: Fans vs Favourites","16","Surfer Dude","26","9","27","9","","","0","0","0","0",
"Ozzy","Lusth","","","Waiter, Photographer, Surfer","M","http://vignette2.wikia.nocookie.net/survivor/images/1/15/S13_ozzy_t.jpg/revision/latest?cb=20120830005823","http://survivor.wikia.com/wiki/Ozzy_Lusth","Venice, CA","South Pacific","23","Surfer Dude","30","4","38","17","","","0","0","0","0",
"Ozzy","Lusth","","","Waiter, Photographer, Surfer","M","http://vignette2.wikia.nocookie.net/survivor/images/1/15/S13_ozzy_t.jpg/revision/latest?cb=20120830005823","http://survivor.wikia.com/wiki/Ozzy_Lusth","Venice, CA","Game Changers","34","Surfer Dude","34","12","1","0","Nuku","","0","0","0","0",
"Jim","Lynch","","","Retired Fire Captain","M","http://vignette3.wikia.nocookie.net/survivor/images/e/e4/S11_jim_t.jpg/revision/latest?cb=20120829231933","http://survivor.wikia.com/wiki/Jim_Lynch","Northglenn, CO","Guatemala","11","True Grit","63","18","3","8","","","0","0","1","0",
"Jenn","Lyon","","","Nanny","F","http://vignette2.wikia.nocookie.net/survivor/images/2/21/S10_jenn_t.jpg/revision/latest?cb=20120829223221","http://survivor.wikia.com/wiki/Jenn_Lyon","Encino, CA","Palau","10","Erin Brockovich","32","4","37","3","","","0","0","11","0",
"Edna","Ma","","","Anesthesiologist","F","http://vignette2.wikia.nocookie.net/survivor/images/a/ae/S23_edna_t.jpg/revision/latest?cb=20120830202937","http://survivor.wikia.com/wiki/Edna_Ma","Los Angeles, CA","South Pacific","23","Culturally Awkward  Girl","35","7","33","15","","","0","0","4","0",
"Nick","Maiorano","","","Personal Trainer","M","http://vignette3.wikia.nocookie.net/survivor/images/d/d1/S32_Nick_Maiorano.jpg/revision/latest?cb=20160120173024","http://survivor.wikia.com/wiki/Nick_Maiorano","Redondo Beach, California","Kaoh Rong: BBB2","32","The Specialist","18","10","22","6","","","0","0","0","0",
"Cecilia","Mansilla","","","Risk Consultant","F","http://vignette4.wikia.nocookie.net/survivor/images/b/b6/S13_cecilia_t.jpg/revision/latest?cb=20120830005627","http://survivor.wikia.com/wiki/Cecilia_Mansilla","Oakland, CA","Cook Islands","13","Meredith Grey","29","18","8","5","","","0","0","1","0",
"Leif","Manson","","","Phlebotomist","M","http://vignette3.wikia.nocookie.net/survivor/images/a/af/S24_leif_t.jpg/revision/latest?cb=20120830202537","http://survivor.wikia.com/wiki/Leif_Manson","San Diego, CA","One World","24","Ponyboy","27","9","27","5","","","0","0","4","1",
"Jerri","Manthey","","","Aspiring actress","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c0/S2_jerri_t.jpg/revision/latest?cb=20120828061438","http://survivor.wikia.com/wiki/Jerri_Manthey","Los Angeles, CA","The Australian Outback","2","Chelsea Handler","30","8","27","12","","","0","0","4","2",
"Jerri","Manthey","","","Aspiring actress","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c0/S2_jerri_t.jpg/revision/latest?cb=20120828061438","http://survivor.wikia.com/wiki/Jerri_Manthey","Los Angeles, CA","All-Stars","8","Chelsea Handler","33","10","24","7","","","0","0","0","0",
"Jerri","Manthey","","","Aspiring actress","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c0/S2_jerri_t.jpg/revision/latest?cb=20120828061438","http://survivor.wikia.com/wiki/Jerri_Manthey","Los Angeles, CA","Heroes vs Villains","20","Chelsea Handler","39","4","38","9","","","0","0","0","0",
"Rob","Mariano","","","Construction WorkerAspiring poker player","M","http://vignette1.wikia.nocookie.net/survivor/images/7/74/S4_rob_t.jpg/revision/latest?cb=20120828082707","http://survivor.wikia.com/wiki/Rob_Mariano","Canton, MA","Marquesas","4","John McClane","25","10","21","8","","","0","0","2","0",
"Rob","Mariano","","","Construction WorkerAspiring poker player","M","http://vignette1.wikia.nocookie.net/survivor/images/7/74/S4_rob_t.jpg/revision/latest?cb=20120828082707","http://survivor.wikia.com/wiki/Rob_Mariano","Canton, MA","All-Stars","8","John McClane","28","2","39","1","","","0","0","0","0",
"Rob","Mariano","","","Construction WorkerAspiring poker player","M","http://vignette1.wikia.nocookie.net/survivor/images/7/74/S4_rob_t.jpg/revision/latest?cb=20120828082707","http://survivor.wikia.com/wiki/Rob_Mariano","Canton, MA","Heroes vs Villains","20","John McClane","34","13","18","5","","","0","0","0","0",
"Rob","Mariano","","","Construction WorkerAspiring poker player","M","http://vignette1.wikia.nocookie.net/survivor/images/7/74/S4_rob_t.jpg/revision/latest?cb=20120828082707","http://survivor.wikia.com/wiki/Rob_Mariano","Canton, MA","Redemption Island","22","John McClane","35","1","39","7","","","0","0","0","0",
"Courtney","Marit","","","Fire Dancer","F","http://vignette3.wikia.nocookie.net/survivor/images/d/df/S12_courtney_t.jpg/revision/latest?cb=20120830001812","http://survivor.wikia.com/wiki/Courtney_Marit","Los Angeles, CA","Panama: Exile Island","12","Lady Gaga","31","6","30","4","","","0","0","6","2",
"Liz","Markham","","","Quantitative strategist","F","http://vignette3.wikia.nocookie.net/survivor/images/7/78/S32_Elisabeth_Markham.jpg/revision/latest?cb=20160120172338","http://survivor.wikia.com/wiki/Liz_Markham","New York City, New York","Kaoh Rong: BBB2","32","Meredith Grey","28","16","8","5","","","0","0","0","0",
"Denise","Martin","","","School Lunch Lady","F","http://vignette4.wikia.nocookie.net/survivor/images/1/16/S15_denise_t.jpg/revision/latest?cb=20120830041624","http://survivor.wikia.com/wiki/Denise_Martin","Douglas, MA","China","15","Crazy Cat Lady","40","4","38","3","","","0","0","7","2",
"Bobby","Mason","","","Attorney","M","http://vignette3.wikia.nocookie.net/survivor/images/c/cf/S12_bobby_t.jpg/revision/latest?cb=20120830001734","http://survivor.wikia.com/wiki/Bobby_Mason","Los Angeles, CA","Panama: Exile Island","12","Alpha Male Control Freak","32","12","14","3","","","0","0","6","0",
"Ashley","Massaro","","","Professional Wrestler","F","http://vignette2.wikia.nocookie.net/survivor/images/a/a5/S15_ashley_t.jpg/revision/latest?cb=20120830041531","http://survivor.wikia.com/wiki/Ashley_Massaro","East Northport, NY","China","15","G.I. Jane","28","15","6","8","","","0","0","0","0",
"Lea","Masters","","","Drill Sergeant","M","http://vignette1.wikia.nocookie.net/survivor/images/a/a1/S9_lea_t.jpg/revision/latest?cb=20120829202006","http://survivor.wikia.com/wiki/Lea_Masters","Columbia, SC","Vanuatu","9","True Grit","40","9","24","7","","","0","0","7","1",
"Grant","Mattos","","","Ex-NFL Player;Yoga instructor","M","http://vignette4.wikia.nocookie.net/survivor/images/2/21/S22_grant_t.jpg/revision/latest?cb=20120830203557","http://survivor.wikia.com/wiki/Grant_Mattos","West Hollywood, CA","Redemption Island","22","Surfer Dude","29","8","36","10","","","0","0","4","2",
"Alexis","Maxwell","","","Student","F","http://vignette2.wikia.nocookie.net/survivor/images/6/66/S28_alexis_c.png/revision/latest?cb=20140125103809","http://survivor.wikia.com/wiki/Alexis_Maxwell","Addison, IL","Cagayan: BBB1","28","Secretly Smart Bikini Babe","21","12","17","8","","","0","0","5","0",
"Morgan","McDevitt","","","Magician's Assistant","F","http://vignette2.wikia.nocookie.net/survivor/images/3/35/S11_morgan_t.jpg/revision/latest?cb=20120829232031","http://survivor.wikia.com/wiki/Morgan_McDevitt","Decatur, IL","Guatemala","11","Secretly Smart Bikini Babe","21","17","6","8","","","0","0","1","0",
"Julie","McGee","","","Model/Owner of Spray Tan business","F","http://vignette2.wikia.nocookie.net/survivor/images/d/d0/S29_julie_t.png/revision/latest?cb=20140828002225","http://survivor.wikia.com/wiki/Julie_McGee","Atlanta, GA","San Juan del Sur","29","Erin Brockovich","34","12","18","2","","","0","1","9","0",
"LJ","McKanas","","","Horse Trainer","M","http://vignette1.wikia.nocookie.net/survivor/images/a/a2/S28_lj_c.png/revision/latest?cb=20140125105154","http://survivor.wikia.com/wiki/LJ_McKanas","Boston, MA","Cagayan: BBB1","28","Mr. Miyagi","34","9","25","8","","","0","0","7","1",
"Morgan","McLeod","","","Former NFL Cheerleader","F","http://vignette1.wikia.nocookie.net/survivor/images/8/82/S28_morgan_c.png/revision/latest?cb=20140125110013","http://survivor.wikia.com/wiki/Morgan_McLeod","San Jose, CA","Cagayan: BBB1","28","Siren","21","10","22","8","","","0","0","5","1",
"Ken","McNickle","","","Model","M","http://vignette3.wikia.nocookie.net/survivor/images/e/e9/S33-ken.jpg/revision/latest?cb=20160817204330","http://survivor.wikia.com/wiki/Ken_McNickle","Denver, Colorado","Millennials vs Gen X","33","Mr. Miyagi","18","2","39","3","","","0","0","0","0",
"Kass","McQuillen","","","Attorney","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c8/S28_kass_c.png/revision/latest?cb=20140125111406","http://survivor.wikia.com/wiki/Kass_McQuillen","Tehachapi, CA","Cagayan: BBB1","28","I Can See Your Periscope","41","3","38","2","","","0","0","2","2",
"Kass","McQuillen","","","Attorney","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c8/S28_kass_c.png/revision/latest?cb=20140125111406","http://survivor.wikia.com/wiki/Kass_McQuillen","Tehachapi, CA","Cambodia: Second Chance","31","I Can See Your Periscope","44","13","19","6","","","0","0","0","0",
"Cole","Medders","","","Wilderness Therapy Guide","M","https://vignette.wikia.nocookie.net/survivor/images/7/7a/S35_Cole_Medders.jpg/revision/latest?cb=20170830170713","http://survivor.wikia.com/wiki/Cole_Medders","Little Rock, Arkansas","Heroes vs. Healers vs. Hustlers","35","Ponyboy","18","10","1","0","","","0","0","0","0",
"Dawn","Meehan","","","English professor","F","http://vignette2.wikia.nocookie.net/survivor/images/6/63/S23_dawn_t.jpg/revision/latest?cb=20120830202921","http://survivor.wikia.com/wiki/Dawn_Meehan","South Jordan, UT","South Pacific","23","Mommy Dearest","40","10","28","9","","","0","0","4","1",
"Dawn","Meehan","","","English professor","F","http://vignette2.wikia.nocookie.net/survivor/images/6/63/S23_dawn_t.jpg/revision/latest?cb=20120830202921","http://survivor.wikia.com/wiki/Dawn_Meehan","South Jordan, UT","Caramoan: Fans vs Favourites 2","26","Mommy Dearest","42","2","39","2","","","0","0","0","0",
"Chelsea","Meissner","","","Medical sales","F","http://vignette2.wikia.nocookie.net/survivor/images/d/dd/S24_chelsea_t.jpg/revision/latest?cb=20120830202749","http://survivor.wikia.com/wiki/Chelsea_Meissner","Charleston, SC","One World","24","Siren","26","3","39","4","","","0","0","6","3",
"Joe","Mena","","","Probation Officer","M","https://vignette.wikia.nocookie.net/survivor/images/f/f4/S35_Joe_Mena.jpg/revision/latest?cb=20170830170934","http://survivor.wikia.com/wiki/Joe_Mena","Tolland, Connecticut","Heroes vs. Healers vs. Hustlers","35","Heisenberg","18","8","1","0","","","0","0","0","0",
"James","Miller","","","Steel Worker","M","http://vignette2.wikia.nocookie.net/survivor/images/b/b9/S10_james_t.jpg/revision/latest?cb=20120829223059","http://survivor.wikia.com/wiki/James_Miller","Mobile, AL","Palau","10","Heisenberg","33","12","15","5","","","0","0","3","0",
"Ruth-Marie","Milliman","","","Real Estate","F","http://vignette2.wikia.nocookie.net/survivor/images/f/f3/S12_ruthmarie_t.jpg/revision/latest?cb=20120830001940","http://survivor.wikia.com/wiki/Ruth-Marie_Milliman","Greenville, SC","Panama: Exile Island","12","Tough Old Broad","48","13","11","6","","","0","0","4","0",
